"","X2014_F04000_nm8_","X2014_EBITDA_nm8_","X2014_EBITIE_nm8_","X2014_AL_nm8_","X2014_ROI_nm8_","X2014_IOL_nm8_","X2014_F05300_nm8_","X2014_V16140_nm8_","X2014_CNS_nm8_","X2014_F12000_nm8_","X2014_F16200_nm8_","X2014_EBITS_nm8_","X2014_TOD_nm8_","X2014_F05200_nm8_","X2014_DEB_nm8_","X2014_F01000_nm8_","X2014_LEV_nm8_","X2014_COGSSALES_nm8_","X2014_CARCL_nm8_","X2014_APS_nm8_","X2014_STA_nm8_","X2014_TC_nm8_","X2014_ROL_nm8_","X2014_ER_nm8_","X2014_ARL_nm8_","X2014_TATL_nm8_","X2014_EC_nm8_","X2014_STDE_nm8_","X2014_EBITTA_nm8_","X2014_GL_nm8_","X2014_CFS_nm8_","X2014_TR_nm8_","not_survive"
"16",0,0.000780782065542911,0.0178585793580565,0.000453172205438066,-0.036411302068162,0,0,0.12987012987013,0.0051605504587156,0,0,0.0340485074626865,0,0,0.0287431248726828,0,0,0.00228658536585365,7.1897371637514e-05,0.000238728599686242,0.00421407501053519,5.29824395873176e-05,-0.005,0.0226507092198581,0.000228102189781022,0.000164028864867598,0.0631911532385465,0.0068137130842759,0.0253736531108793,0,0.000118632577958551,3.40738721548317e-05,0
"17",0.000598444045481747,0.00290921536750235,0.000428432362370623,0.000322255790533735,0.00781943703250846,0,0,0.0562770562770563,0.00306770555787594,0,0,0.00277654115607208,0.000455597470522844,0,0.00542201398791336,0,1.35003616276643e-05,0.0068346287858483,0.00147289608192108,0.000299253982495235,0.000663508491242103,0.00132238362915195,0.00053700688791484,0.0138732976547883,0.00216647089204668,0.000831075669210192,0.103171176232912,0.00414663110557362,0.000325786630376511,0.00122714929260781,0.000262220831657207,0.00138851029030939,0
"18",0,0.00483443141952597,0.00127561281128975,0.00023832722327756,-0.0142535603527999,0,0,0.0606060606060606,0.00486035223258534,0,0,0.0137677264646298,0.000984933255267758,0,0.00573097032661099,0,1.27725577721444e-05,0.0538139314911154,0.000820396735446938,0.000822324137700395,0.000234889878939969,0.000730867351567518,-0.000511848341232227,0.0171993948858091,0.00284100736845747,0.000839134802261052,0.0832194647995887,0.00335624038779761,0.000571885638328703,0.00123834527335543,0.0008360146214032,0.000619008677479442,1
"19",0,0.00284504149910157,0.00125596518589063,0.012621685129238,0.000216907858631153,0,0,0.116883116883117,0.0013168421937408,0,0,0.00183844942238249,2.89716843717967e-05,0,0.000957425137502546,0,7.64541756006376e-05,0.00219735655110199,0.00180203855611661,3.42661003282255e-05,0.00599697526161219,0.0021345391072096,0.000136170212765958,0.014863294081973,5.17678728581042e-05,0.000803026823748967,0.0962992745336174,7.00839060096949e-05,0.00194969465525854,0.00712010492786209,2.64995355680356e-05,0.00209199377583935,0
"20",0.000119688809096349,0.00678103876101651,0.00110381457544379,0.000315007822926576,0.00674446245621565,0,0,0.116883116883117,0.00121741587021892,0.000887311446317658,0,0.00316657838157853,0.000175020580309443,0,2.93509092052436e-05,0,0.00249393124673655,0.00764741076429554,0.0017062836264382,0.00013465862949421,0.000658547423113557,0.0026200905056194,0.000949222797927462,0.0140051986055766,0.00332343708634318,0.00173669051300231,0.102199510166453,1.89009414303862e-05,0.000368773711741428,0.00116118265578228,0.000173225500055195,0.00272519990004997,0
"21",0,0.0105138187729956,0.00113419463870316,8.00135896096638e-05,0.00080281780922447,0,0,0.147186147186147,0.000566093684011897,0,0,0.00207824735285375,0.000410537401422602,0,2.58436884633666e-05,0,0.00283238012603518,0.00422827930531999,0.000532136656014211,0.000148318813321227,0.000651791769829794,0.0066322401773823,0.00011602732527588,0.0147819998197486,0.00279044612617036,0.00170695423492275,0.0968288766558888,2.96377051414332e-05,0.000239545913060279,0.00148784337147612,0.000139962207548133,0.00653579460269865,0
"22",0,0.0208885941644562,0.00958773913483913,0.00496165465953987,0.00740272397374575,0,0,0.203463203463203,0.00780019485264269,0,0,0.0159391097609298,8.40075954796386e-05,0,0.00230868472872954,0,3.17059963520291e-05,0.0404543492337578,0.00297110549378291,0.000129293719476089,0.000578462677588042,0.00155318384543643,0.00116862745098039,0.0139241329949899,0.00135966795477315,0.0022063490450818,0.10279451063767,0.000674882057871137,0.00163050472684232,0.00137015177065767,0.000208409393591913,0.00162489777838354,1
"23",0.000658288450029922,0.00350817147257637,0.0247767677580243,0.000751204376582021,7.06921556110581e-05,0,0.000576221268967283,0.0909090909090909,0.000630924441464234,0,0,0.00458174245053801,4.92660478552474e-05,0,2.15791817864801e-05,0,0.00339211886304909,0.00546957296815493,0.00116358192705498,1.76072256246996e-05,0.00317835625973569,0.00109158341286747,8.53333333333331e-05,0.0148837209302326,0.00330900243309002,0.00290940340885156,0.0961671106293344,2.44171800598748e-05,0.0025752293041028,0.00150403354450572,3.08095617745227e-05,0.00106835786652128,0
"24",0.000299222022740874,0.0335308462394113,0.00774273992438259,9.82880161127896e-05,-0.00699016532742813,0,0,0.0779220779220779,0.000720248426670444,0,0,0.00986060687553223,6.50626553370894e-05,0,0.0293848034222856,0,0,0.045437423486204,0.000845054363018435,0.000153622007520104,0.0016906240643908,0.00656837093514006,-0.00121158129175946,0.0159417189878833,0.00255927318499458,0.000606461705549288,0.0897848242314216,1,0.0029480398406527,0.000227655986509275,0.000142385267312636,0.00600197060560629,1
"25",0,0.0029840848806366,0.000666954315092036,0.000298503869717506,0.00779982377081354,0,0,0.0735930735930736,0.000620366705652675,0,0,0.00247429840617562,0.000424752225923375,0,3.51086748520035e-05,0,0.00208493057330266,0.00399016350803353,0.000288995540562524,0.000157956635274707,0.000772591118565136,0.00139496231351814,0.000991648351648352,0.0138756819752272,0.000601588192829069,0.00135219525147995,0.103153447868669,1.11054674295666e-05,0.000338052727329338,0.005240421114866,4.1797836483146e-05,0.0014644666303212,0
"26",0,0.00219260717036023,0.00927788056739871,0,0.000940893823354275,0,0,0.138528138528139,0,0,0,0.0192458758837392,0.00141412349683388,0,0.00076050791064032,0,0,0.0202182284980744,1.99158224570814e-05,0.000328251824568583,0.000364890609636185,0.000164027826667586,6.1244019138756e-05,0.0147629712579321,6.98494743827053e-05,0.00137770792309846,0.0969536831215307,0.000338738879046859,0.0012418896999189,0.00504145587408656,7.1357941629204e-06,0.00016185089273545,0
"27",0.000598444045481747,0.00647086506374604,0.00597431153299546,0.000476575464873834,0.0198225597021926,0,0,0.0735930735930736,0.00145832208084814,0,0,0.0104879304068388,0.00022298232379166,0,0.00110341549534868,0,6.63387000596302e-05,0.0385854068801411,0.00197690742916081,9.78807336812812e-05,0.00122191145180757,0.000727964204192871,0.00368246153846154,0.0125531914893617,0.0042672655811342,0.00137971708048631,0.114020760257406,0.000829326221114723,0.00226627281530487,0.00186843376164803,0.000158727909184961,0.000844748080505202,1
"28",0.000299222022740874,0.0182467699152905,0.0270452900008044,0.00612286002014098,0.00414008872894328,0,0,0.212121212121212,0.00751524473987807,0,0,0.0150236839753329,0,0,0.000212761141667232,0,0.000344043790202869,0.0144588871038411,0.00347033206314644,2.68748363718644e-05,0.00162733010283947,0.00175204944059979,0.0032,0.0143354033051682,0.0166174871874515,0.00377316245993307,0.0998454251201849,0.000233613020032316,0.00432349295021168,0,0.000287072571881224,0.00178035982008995,0
"29",0,0.0058505176692051,0.0024864524904747,6.60360226503558e-05,0.000985496576103314,0,0,0.164502164502165,2.71215370317467e-05,0,0,0.00150018531700975,0.000125906339558158,0,0.00295375840293339,0,2.47816982981377e-05,0.00230731515040811,6.49181591644493e-05,4.09329684128952e-05,0.00375390038684261,0.00548114224333456,0.000514942528735632,0.0147568349179587,0.000226529071230808,0.00107391771756993,0.0969939994064672,0.000712519711098565,0.000995887570151491,0.00786037468093145,3.42023086405645e-06,0.00541064694925265,0
"30",0.000538599640933573,0.00354025840677676,0.00444636210061356,0.00114005586273727,0.0086291334593291,0,0,0.0692640692640693,0.00283702609055283,0,0,0.00374159986215159,0.000225424156946739,0,0.00104230325252937,0,7.02282655354393e-05,0.00814572466780193,0.001666856561718,6.04367895302442e-05,0.00124207909974872,0.00122512819210126,0.00285602605863192,0.013775575633926,0.00641955348439097,0.00219824630441453,0.103903058232195,0.00103179083847606,0.000821843741551771,0.00232269559960546,0.000176649154016661,0.00129551701422016,0
"31",5.98444045481747e-05,0.0152092068109866,0.0225404231357091,0.000319698204894579,0.00621486686966062,0,0,0.19047619047619,0.00211065458434176,0,0,0.0320712388975368,0.00044339290420383,0,0.00189447952739866,0,3.86381317551609e-05,0.115030674846626,0.000486454557036797,0.000204310672737612,0.000831303524726942,0.00115472686826606,0.00106666666666667,0.0140711072926669,0.00282552389922298,0.000971574966097475,0.101720810416942,0.00147176202620359,0.00471474291021798,0.00172203038982128,0.000221253396928833,0.00119542501476534,0
"32",0.000179533213644524,0.00264182424916574,0.012549271981337,0.000311860442452002,0.0010046078932822,0,0,0.0692640692640693,0.000613894478360219,0.00532386867790594,0,0.00973755756533319,5.84677046474068e-05,0,2.93808859708228e-05,0,0.00249138673557278,0.0220328225587089,0.00140553468324157,6.25664173898888e-05,0.00114404602722574,0.000460874645725297,0.000284444444444444,0.0147542071895642,0.00524466071911328,0.00160522639396354,0.0970112740646757,1.54743667115423e-05,0.00197004521001187,0.000761573192623619,0.000158764788346017,0.000455028167734315,0
"33",0,0.00139043381535039,0.0242941034510498,0.00223100162677202,0.000910672394338618,0,0,0.0649350649350649,0.00114678899082569,0,0,0.00663349917081259,4.940946402991e-05,0,1.11554094035251e-05,0,0.00656176272328949,0.00635162601626017,0.00178156084525164,1.07759437358373e-05,0.00260281103591879,0.0003389424559901,0.00111304347826087,0.0147671319510322,0.00380831482069185,0.0033254050616636,0.0969263660689221,7.23087919147645e-06,0.00305328944229759,0.00246465170579841,4.51933630318292e-05,0.000334349870519286,0
"34",0.000658288450029922,0.0010267818944126,0.015445257823184,0.00483383685800604,0.0559007330308317,0,0,0.0606060606060606,0.0287317133647409,0,0,0.0145219846712384,0,0,0,0,0,0.00370797626895188,0.0167152326363317,0,0.00068904383063675,7.04013238352028e-05,0.135466666666667,0.00976135710178263,0.0102189781021898,1,0.146631705238243,0,0.0017695200176952,0,0.000621103381126625,0.000105061105810731,1
"35",0,0.00380764952511337,0.00171949159359665,0.000429798427328481,0.000256814014587037,0,0,0.0606060606060606,0.00192310894287284,0,0,0.00463201235203294,0.00042272489007842,0,0.0016636110545257,0,4.40001582028161e-05,0.013080430259838,0.00175519818476896,0.000106149740332358,0.000999857733491279,0.00120190301310408,5.22448979591837e-05,0.0148577287874904,0.0039922538358409,0.00155478322290826,0.0963353455797993,0.00168590729456655,0.000819012586930282,0.00242241080504266,0.000169782688703968,0.00117838807868793,0
"36",0,0.0872229828014033,0.0874694982972676,8.99711919164346e-05,8.88692943592455e-05,0,0,0.164502164502165,0.000504256731324544,0,0,0.0190598837943075,7.50585360244701e-05,0,0.16749847219393,0,0,0.08655366541138,0.000509930306935583,0.000117495143879402,0.00179366222121557,0.0069465058806879,1.62901686286987e-05,0.0148811784644157,0.00582687515530979,0.000783008386157657,0.0961835408866597,0.0115677380419335,0.00604565787581307,0.000343384667552671,0.000223008652655653,0.0067998671118986,0
"37",0,0.0026846068280996,0.00535527540595516,0.00596792935161515,0.00501227581041155,0,0,0.0606060606060606,0.018203699969755,0,0,0.00716540921764802,0.000274681184647482,0,0.000441366198139472,0,0.000165846750149076,0.0189962476547842,0.00505313483704527,6.39451606302436e-05,0.000647459185169057,0.000508050790563319,0.00162461538461539,0.0142230994746161,0.00595171252105558,0.00398572116478278,0.10063379222147,0.000506161543403352,0.000820419646409696,0.00230898949280062,0.000477137621239889,0.000520336422697742,0
"38",0,0.00577564815607085,0.00179479616371259,0.000432164222404515,0.00893746414520255,0,0,0.103896103896104,0.00135276565422642,0,0,0.0136393276336763,0.000410373749791599,0,0.00216269437088341,0,3.38462755406276e-05,0.0396933459625858,0.000333771739864664,0.000251621102945997,0.000569619063103838,0.000664820748794287,0.000773626373626374,0.0137387242613186,0.00120317638565814,0.00104648870772672,0.104181757348731,0.000587926100414663,0.00137391585175941,0.00336151346280558,0.000130314842917022,0.00070490323020308,1
"39",0,0.00761529905022675,0.0228782881505913,0.00153998342378953,0.00488321930033137,0,0,0.225108225108225,0.00197769598417844,0,0,0.0105907587809456,7.25025100924239e-05,0,0.000383649079921233,0,0.000190797146189202,0.0138746896451,0.00130174433741213,2.69224867909635e-05,0.00433649092193277,0.00104295569434213,0.00373805309734513,0.0142396058945938,0.00245462179445772,0.00141342698222193,0.100517138456566,0.000439971187727529,0.0081217230389637,0.00144756674476563,5.9536166868278e-05,0.00106693812184817,0
"40",0,0.00348678018310944,0.00273509773952216,6.90548122572292e-05,0.000301314580677427,0,0,0.0735930735930736,1.68645439827307e-05,0,0,0.00295398009950248,7.66382089132663e-05,0,0.000387044204522306,0,0.000189123487012103,0.007756456241033,3.33285192138913e-05,7.16770918175603e-06,0.00840460770257577,0.00179269350384486,0.000392982456140351,0.0148515276716,6.40286848508131e-05,0.00117739014782155,0.0963755694985431,0.000136274261685518,0.00439043618915577,0.00804625391471934,6.64608279879842e-07,0.00175835377765663,0
"41",0,0.00608582185334132,0.00714611321159467,9.81489717361634e-05,0.00251024452643567,0,0,0.0779220779220779,0.000257624983898439,0.00266193433895297,0,0.0093079842596689,0.000351395856508307,0,5.60195559177022e-05,0,0.0013066713648109,0.0281667364255545,0.000707328828157235,5.53060796465008e-05,0.000958462823006459,0.000952958125728055,0.0010020202020202,0.0145500886524823,0.0047187200471872,0.00311299802415389,0.098372214180951,6.39191179810643e-05,0.00157766056322186,0.00343260201504867,8.62974670061764e-05,0.000954068420335287,0
"42",0,0.00354025840677676,0.00316748451452015,2.46624329490105e-05,0.00540334910967601,0,0,0.0735930735930736,8.14957795750447e-05,0,0,0.00116009850402536,6.44961175475665e-05,0,0.00524886263325864,0,1.39457163773478e-05,0.0033221125104819,0.00377891152156574,9.1069521742457e-05,0.00125490940210575,0.004198676890584,0.00121707632600259,0.014173313779912,0.00745979735790978,0.00144391478310357,0.100987282120463,0.0045788151926334,0.000257448222258728,0.000500453132349061,0.000213038494989323,0.00431531393394212,0
"43",0,0.0123213827329511,0.00171005807728765,1.16534157618275e-05,0.00449924592420404,0,0,0.575757575757576,1.45244876406293e-05,0,0,0.00162412676275252,5.55700023257868e-05,0,0.00684796632036396,0,1.06891807235398e-05,0.00213148627405215,1.8621407542539e-05,5.06198026424495e-05,0.00295267803659625,0.0098961036133298,0.00183083787803668,0.0142889437155296,1.80943730118807e-05,0.00109967534761013,0.10017006615529,0.0040376116962252,0.000848044562232981,0.00114319910365385,5.7238990611661e-07,0.0100887056471764,0
"44",0.000718132854578097,0.0100218191152563,0.00217582005048821,0.0037980146741476,0.0211528695156191,0,0,0.246753246753247,0.0111053243059172,0.00532386867790594,0,0.0166590627647787,3.92459452280785e-06,0,0.000892917770082162,0,8.19774810622808e-05,0.0193630844605389,0.00386465916275861,8.22519061801071e-05,0.000446769989542851,0.0006931264356971,0.00462357414448669,0.0124221871225495,0.00202603313813105,0.00449052405721181,0.115223223024518,0.000763135865438901,0.00131618584173329,3.441511511856e-05,0.000270686535958327,0.000812803825360047,0
"45",0,0.0132198168905622,0.00769464837205723,0.0310574018126888,0.0367342375700309,0,0,0.0865800865800866,0.00702190055798761,0,0,0.0162983889289489,0.00014200681653962,0,0.000926869016092891,0,7.89746429281311e-05,0.0628319155461574,0.0375612411540555,6.4698452396768e-05,0.00062363263077052,0.000815058625432297,0.00909597069597069,0.0110691806187251,0.00112296462661426,0.00408982069765112,0.129307171558167,7.78710066774388e-05,0.0017974472980282,0.0161045531197302,0.000160973315577303,0.00107261710054064,0
"46",0,0.00387182339351416,0.0563108358136916,0.00447840767727031,0.0176710806713073,0,0,0.0562770562770563,0.0270928899082569,0,0,0.0204057835820895,1.46278018509602e-05,0,0.000461736945745909,0,0.000158529981760145,0.0477324695121951,0.00433937320164866,0.000126824568583316,0.000646543015314989,0.00026200905056194,0.0028235294117647,0.0127710112700258,0.00520609703735509,0.00201245498072851,0.112076045272406,0.000529522845406584,0.002333100023331,6.19978176768177e-05,0.000739335173348831,0.000298856253691336,1
"47",0,0.00258834602549842,0.0333038371812404,6.27771020520266e-05,0.00160877350659863,0,0,0.0909090909090909,3.61985126433361e-05,0,0,0.00203170905664575,3.10281264689549e-05,0,0.000607727303592042,0,0,0.00307952224634039,0.000163309744148068,1.20881864374226e-05,0.00718868971081361,0.00163084303770826,0.00282597402597403,0.0146716165922001,0,0.00189896125561004,0.0975573774218409,0.00190783966359725,0.0025828186412128,0.00137973325157136,7.1326658007271e-07,0.00161921879969106,0
"48",0.000179533213644524,0.00395738855138188,0.0172686563161987,0.000154930668525835,0.00245658507483902,0,0,0.0865800865800866,0.000186807256424094,0.00976042590949423,0,0.00326197068953872,0.000233833024339694,0,8.62604947503854e-06,0,0.0084858253826277,0.00625758746275246,0.000251245760227796,2.52771458491315e-05,0.0012728784054393,0.00157060272968432,0.00205128205128205,0.0145572661400373,0.000935803855511883,0.00512875600919346,0.0983237115750187,9.89240801439776e-06,0.000734259594971462,0.00497254291520734,1.10427221887728e-05,0.00157165735314161,0
"49",0,0.00116582527594763,0.00255633318138346,9.66767371601208e-05,-0.00368439115976847,0,0,0.0606060606060606,0.000158990001295474,0.0301685891748004,0,0.00304638553062671,6.77798633648602e-05,0,0.171684660827052,0,0,0.0049312752434328,8.00537961510136e-05,3.44762098391557e-05,0.00664911777559267,0.000586435769678803,-0.00238933333333333,0.0154282596835789,0.000194647201946472,0.000719852389818944,0.0927729028827052,0.000237506570366188,0.00358204920248715,0.00105677346824059,5.22131280213688e-06,0.000553700422516015,0
"50",0,0.00364721485411141,0.0456922210602526,0.00312837040914796,0.00575306150471353,0,0,0.0779220779220779,0.0063185214206935,0,0,0.00156954059620436,7.15480417170245e-05,0,0.0016262646839139,0,4.50106002492271e-05,0.00189655068606968,0.00264063552402129,4.2341767187007e-05,0.00167533822725643,0.00278992462703629,0.00277912317327766,0.0141290878158409,0.00508967892354815,0.00232624532722458,0.101303386030985,0.00186501060992466,0.000465005092133226,0.000908300386907801,0.000191572557388934,0.00287640270773704,0
"51",0.000299222022740874,0.00489860528792676,0.00281977568811418,0.00979056787341902,0.0408966904226387,0,0,0.0649350649350649,0.0104523013528223,0,0,0.00263249430812042,0.000347100382904141,0,0.00354111495891899,0,2.06712152630679e-05,0.00387556841670111,0.0174889889642203,0.000131882377898703,0.000416466374575505,0.00148495988213222,0.00482914669223394,0.0107562091159661,0.00734825846274431,0.00300441748267554,0.133069599320937,0.000689158409095334,0.000193878673869871,0.00833642972151561,0.000507563596253658,0.00201106832947163,0
"52",0,0.0348464105416275,0.0026848734112832,1.81996869653842e-05,0.0028223823462913,0,0,0.181818181818182,5.33886867237287e-05,0,0,0.0036525936425878,0.000101579233312888,0,0.0118727507299518,0,6.16530669699167e-06,0.0148862242812372,0.00139997370517481,6.4776064021011e-05,0.00216442539141034,0.0136977751004308,0.000916900200171578,0.014508477033269,0.00706758034519682,0.00117698198685664,0.098654354553664,0.0129265871084548,0.00139806265927121,0.000887868506064732,0.000143533111081536,0.0137530666484939,0
"53",0,0.015840249850261,0.0364143404928538,0.000827621453860517,0.00383496151633327,0,0,0.0562770562770563,0.00177711976009277,0.0275066548358474,0,0.005214025908871,7.01291590300058e-05,0,0.0110205744550825,0,6.64204483036961e-06,0.0204604489879575,0.00590539699821137,0.000199343088985134,0.00092883780296902,0.00408472835612909,0.000400246457178065,0.0143751117468264,0.000346299319544324,0.000891222055324976,0.0995696216128411,0.00285397239472813,0.000856437597988949,0.000837418817537022,5.65013919571317e-05,0.00413926559447549,0
"54",0.000119688809096349,0.0159044237186618,0.0324993966696163,0.00395874570267737,0.00221379099192877,0,0,0.0735930735930736,0.00345248094069002,0,0,0.00928894261088921,0.000251186141080151,0,0.000590751680586677,0,0.000123908491490688,0.0330105633802817,0.00100016022467281,1.82829121238583e-05,0.00136265145103187,0.00261428421087011,0.00275862068965517,0.0145898309792326,0.00780266800906117,0.00662364178132014,0.0981042507833837,0.000677477758093718,0.00223837950188933,0.00738500901319998,0.000112426447119674,0.00261020058152742,1
"55",0,0.00815008128689997,0.113265224036682,0.00897712559343978,-0.00145384407802031,0,0,0.203463203463203,0.000891079607681258,0,0,0.00261683447282928,0.000203867307669607,0,0.00011882936103755,0,0.000616002214839424,0.00493838659123765,0.00466146259995456,2.0808984697871e-06,0.00184151758415396,0.00445850858061496,-0.01536,0.0151000972704576,0.0342022940563087,0.0430625983195261,0.0947890872248962,0.000136274261685518,0.000852186754790523,0.0526620091544206,3.97083309255255e-05,0.00430111648721094,0
"56",0.000658288450029922,0.016139727902798,0.0266537956184807,0.00173736934162406,-0.00256278636836757,0,0,0.0779220779220779,0.0144481493624998,0,0,0.022508831432856,0,0,0.0144802064235757,0,0,0.0957683009062053,0.00304349977730489,0.000178925717162008,0.00103566081165639,0.00111408280502099,-0.000319568151147098,0.0152614833963014,0.00275815873203503,0.000890505655421544,0.0937867178508147,0.00971440808301049,0.00412242866622428,0,0.000438281151128636,0.00106338876016537,1
"57",0,0.0238512877556259,0.00254092244361289,0.000592959901520109,0.00633695688392439,0,0,0.571428571428571,0.00107207790850766,0,0,0.00311426920069357,9.4342990999396e-05,0,0.000195682636098199,0,0.000374070745604381,0.00501694538585477,0.000565342639249153,8.61924443058529e-05,0.00165311638421347,0.00904765879308906,0.00150006309148265,0.014055858110927,0.000474337424301734,0.00115812214134909,0.101831167188655,9.86838030075907e-05,0.000910420940476759,0.00133794314830362,3.38486965031103e-05,0.00937670369360774,0
"58",0,0.00201078120989133,0.0014479929209235,7.89842623857196e-05,0.0026029623851364,0,0,0.0562770562770563,0.000379452239611441,0,0,0.00666703248463564,0.00201140880040027,0,0.0047158280708902,0,1.55220140528292e-05,0.0102896341463415,0.00100212797545405,0.000914321760011554,0.000236600578558003,0.000385392813984461,5.98992080633549e-05,0.014537703379224,3.67853783376162e-05,0.000762802545906951,0.0984560215556009,0.000595713201082407,0.000278952996420102,0.0107352665630614,1.79444235567557e-05,0.000386170551088092,1
"59",0.000478755236385398,0.0305146744245743,0.0254960322154765,0.0214300100704935,0.0274727260743195,0,0,0.0822510822510823,0.0100786080911773,0,0,0.0221414951673351,3.29931037343244e-06,0,2.71609968085829e-05,0,0.00269500968992248,0.0776431718061674,0.00830077338598758,1.03852199202716e-05,0.00128574600455845,0.00198865595163356,0.05664,0.0118354149182999,0.0177007299270073,0.0122037475461493,0.120935721067177,2.92016275040396e-05,0.00503436599504411,0.000179876335019675,0.000256527084874502,0.00244763981645541,0
"60",0.000239377618192699,0.00513390947206298,0.00242481354218142,7.49432071008689e-05,0.00221191425466899,0,0,0.155844155844156,3.81732812480118e-05,0.000887311446317658,0,0.00218394849607717,0.000140491820052052,0,0.00108304474774224,0,6.75864499040121e-05,0.00337437840397822,0.00116238112011272,2.64058333217446e-05,0.00192928488553802,0.00310491611718554,0.00178557993730408,0.0145900832647175,0.00970185113150124,0.0032391477049716,0.0981025544066034,0.00050226799306948,0.000745111749105689,0.00707217276494502,8.04830487279733e-05,0.00310001249375312,1
"61",0,0.00508043124839565,0.0234896629394256,0.00064948028268363,0.00624652153962494,0,0,0.112554112554113,0.00584303625023946,0.00709849157054126,0,0.0104927797208851,0.000961810213955295,0,0.00154138656888708,0,4.74891575316734e-05,0.0290306151321374,0.00122558907428193,0.00018860113269876,0.000366858965454313,0.00059296785127176,0.000676651982378854,0.0140671504120035,0.00289398372938036,0.002384973501511,0.101749422971441,0.00176767185157786,0.000680726017887594,0.0027412321429898,0.000285001300975665,0.000614039571123529,1
"62",0.000957510472770796,0.0132305125352956,0.00249593974957984,0.000210564863132839,0.00947509153863301,0,0.00192073756322428,0.0692640692640693,0.00100693667487134,0,0,0.00545100584036339,0.000246126804488827,0,0.000841311876145855,0,8.70059625479411e-05,0.0124072110286321,0.00262698251016093,0.000186223497273807,0.000540297508090597,0.00324136404379398,0.00102792574656982,0.0136749370100784,0.00352297296501181,0.00162285124369409,0.104667717022677,0.000513948644071096,0.000520825535694922,0.00131968930451224,0.00022618727058857,0.00345281904502294,0
"63",0.00502692998204668,0.0154765979293232,0.00976520829762899,0.0122024906049665,0.000588221311419267,0.00676458562605593,0,0.125541125541126,0.0123495253751923,0,0.0225140712945591,0.0225821758260718,8.11716172076405e-07,0,0.000437971073538399,0,0.000167132383871161,0.0164158325109262,0.0119454655551002,2.56150267726929e-05,0.000751361136301254,0.00104948777593509,0.000396899224806202,0.0148116713980509,0.0134102868782889,0.00658004606972742,0.0966349035708532,0.000319271127377499,0.00300052444696638,2.05651297659688e-05,0.000382641494224693,0.00103215437735678,0
"64",0,0.00306965003850432,0.00145837279849284,2.40888879967078e-05,0.000294354933662885,0,0,0.0822510822510823,7.35907373791886e-05,0,0,0.00373799451938169,3.33753767722444e-05,0,0.00134786446662593,0,5.43075000488158e-05,0.0109560453893309,0.0063230182990662,8.44699234183941e-05,0.00425634582468408,0.00131077103965336,8.06045340050381e-05,0.0148524971509804,0.00272113846549854,0.000458973894642116,0.0963692786959625,0.00117195865049545,0.00281357323801229,0.000280123030034791,7.29860729177135e-05,0.00128557880150834,0
"65",0,0.00427825789338581,0.0640334647252836,0.00195655301395483,0.00130937194629351,0,0,0.0822510822510823,0.00170762740239738,0,0,0.0216799215600828,0,0,0.00826712840361241,0,0,0.0651593377247641,0.00129521521220881,1.82967174942011e-05,0.00971465849784433,0.000294669458526725,0.00152380952380952,0.0147124294662732,0.00208550573514077,0.000928381058298242,0.0972867493132241,0.00112912959682286,0.037244993449373,0,4.55232415941053e-05,0.000291757530325746,0
"66",0.00400957510472771,0.0199687687173783,0.0196283484836296,0.00571378288798286,0.00210910585189587,0,0,0.238095238095238,0.00157937977903818,0,0,0.00128735739996014,2.42685919161257e-06,0,1.40897670944524e-05,0,0.00519519940226018,0.00121568026363688,0.00541952056426026,5.79474762789072e-06,0.00150100818699152,0.0181838635811049,0.00766457831325299,0.0146039169054465,0.0328906868349309,0.0188346920468691,0.0980096262215798,1.60414273755524e-05,0.000341715636571416,0.000225118289428445,9.0869545967219e-05,0.0181379480714188,0
"67",0,0.00310173697270471,0.00229265545812887,0.00389360367440822,0.00938557811103185,0,0,0.0562770562770563,0.0176596783758328,0,0,0.00404347085863457,0.000271954752587282,0,0.00167040130372785,0,4.38212957710973e-05,0.0116850598163776,0.00200425595090811,0.000111648736735391,0.000882405834212383,0.00105239092330973,0.0016650406504065,0.0136855162743036,0.000400569699127648,0.00167496141685937,0.104586806123005,0.00163139758989234,0.000630965110950234,0.0015374275054635,0.000361890580019134,0.00112017854709009,0
"68",0,0.0053692136561992,0.00991472930576784,7.23009786453895e-05,-0.00242812784054157,0,0,0.151515151515152,0.000143776530193072,0,0,0.00549120071285364,0.000219652819197225,0,0.00122903510558838,0,5.95582251916569e-05,0.0162176920276666,0.000116035870842048,6.44923530495669e-05,0.00186876057104861,0.00149366932425616,-0.000830939226519334,0.0152417025508638,0.000403274589668105,0.00136919437635337,0.0939084352615641,0.000911090778126034,0.00181469498032547,0.00283218748648766,1.09273504644124e-05,0.00142755326882014,0
"69",0.000837821663674446,0.0151022503636519,0.0013732139437866,0.000649765751565305,0.0105808065531945,0,0,0.108225108225108,0.00395857380374959,0,0,0.00140258081041088,0.000260906875499678,0,0.0234331499966049,0,3.12374348295853e-06,0.00162824356456115,0.00129011791270797,0.000127718443438055,0.000733987820096995,0.0129378762751168,0.00164497247174732,0.0135455927051672,0.00789573317371248,0.00175978113383308,0.105667169272543,0.0268654973037164,0.00018205365535801,0.0010980765940807,0.000391939008722953,0.0139134977965563,0
